rms,zcr,freq_fundamental,freq_maxima,freq_minima,centroide,bandwidth,rolloff,flatness,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,archivo,especie
0.21180426400571964,0.14143022475854594,0.05184164343624532,1.0,0.0,0.2066280156243577,0.5054104228768979,0.37331492650760467,0.14205956225409064,0.6695555409138277,0.6658408486978602,0.8084995674411122,0.7367637141372009,0.5511342722287291,0.633688885033016,0.4960593079918417,0.5300154052202662,0.5290624900022937,0.4300593924449024,0.5556795417141936,0.5817302971781334,0.531780275932698,CSA36385.ogg,1139490
0.2007698631855793,0.14703288355156213,0.03883785438197777,1.0,0.0,0.2038862845338374,0.4809196580117,0.36067028752805197,0.15429192991317495,0.6622412731842217,0.6696728522892905,0.7908540771704905,0.7361430650523435,0.5553344944134719,0.6233562377268845,0.4867347336412375,0.5149639976710706,0.5285605278619289,0.4211347174402287,0.5373272854479052,0.569146982678052,0.5332443466954603,CSA36389.ogg,1139490
0.15282947501958008,0.09477818854288154,0.08628612188809746,1.0,0.0,0.19235564232839614,0.5057947441563703,0.36092377120481006,0.05055529954214147,0.6259761946082708,0.6682015243871944,0.8070780260657524,0.7496123862072568,0.5733104588441877,0.6270524559573184,0.494053862811772,0.4935509454723005,0.5295321955962453,0.4373855456035226,0.5301602430908803,0.5551187571178104,0.5782315184303419,CSA36358.ogg,1192948
0.23155777729419932,0.15577867193025074,0.08319948975998935,1.0,0.0,0.20982572167524546,0.4647286240163495,0.35348883106443596,0.10294603032467009,0.6698709975347876,0.6709720435456447,0.8096628254521353,0.7485471190098636,0.5715923552642648,0.6174415860189906,0.46081205295305805,0.49983360402113103,0.5207723887990926,0.4167204339551103,0.5145136239261255,0.5407371257969608,0.5585719586259346,CSA36366.ogg,1192948
0.2009134089542386,0.15063359704815826,0.05559474009196961,1.0,0.0,0.20720091228268875,0.4750355816437351,0.36089393050039803,0.12703223511359124,0.6605613410997354,0.6749632548725645,0.7983403403483641,0.7456882452196376,0.547693786989496,0.5988408373208316,0.5145286627858053,0.5601589934643397,0.4837258016574213,0.40257495358722034,0.5638345629380105,0.5421618715694827,0.550733309933776,CSA36373.ogg,1192948
0.20070692518150124,0.15602648279108935,0.0593066854127269,1.0,0.0,0.21947766175846983,0.5017485831988776,0.38382256007462234,0.13465876307319524,0.6700496554911561,0.6588821389493574,0.7998228235741828,0.7387570229411965,0.5610292392956834,0.6275534886333068,0.50294857646364,0.5227807812867133,0.5355154292228496,0.43426087986072215,0.5544436576791653,0.5728739697306722,0.515505485787911,CSA36388.ogg,1192948
0.7648590170172231,0.1187673866103949,0.5237098335656482,1.0,0.0,0.30939726477096374,0.7496706749641268,0.6203714981756953,0.09650478596535636,0.747913236209197,0.5565053842342241,0.7599446168127519,0.6048272889485535,0.6054320528757804,0.5363547769748217,0.7160686732930144,0.4495260599505677,0.6742722604508046,0.5120696660081816,0.6038491625304527,0.6610397666228695,0.6946869598610903,CSA18783.ogg,1194042
0.36755187175688026,0.16207311487086362,0.255662118797956,1.0,0.0,0.26191165308411046,0.5609247735259757,0.43248706244524143,0.015533446260212863,0.66012971557261,0.6690512075915694,0.9403479594156133,0.7407045342843965,0.617593447775586,0.4924444898871958,0.552616387537966,0.5026539845639262,0.44458108902550386,0.40890361586656476,0.6314556854137061,0.4458032116529339,0.5568243877721409,CSA18794.ogg,1194042
0.39928760303778726,0.09169125484418886,0.4578831540394377,1.0,0.0,0.2638760905246431,0.6020339046006908,0.4601636149687032,0.020077791104126542,0.600644725558675,0.5709148487937074,0.8281485162743484,0.6353901796400352,0.5890248435050701,0.5924167948409967,0.6366152266749321,0.5295959325229408,0.6518963176335778,0.5013565653917672,0.6261253946558806,0.6325823389404469,0.6892331952804566,CSA18802.ogg,1194042
0.37869217895108415,0.5074106199945754,0.252163801442111,1.0,1.4752189808268432e-06,0.5549829622064811,0.8134191148536806,0.9191941061099304,0.24681586892086088,0.8774978579600772,0.35567762643123113,0.4819442305347069,0.3499249053759456,0.4849113420882606,0.4099119258979459,0.6608806962491361,0.00017921334345099367,0.493162666771301,0.43200613868145876,0.2277108824991538,0.5325354949401315,0.6193429471321952,iNat1109254.ogg,126247
0.22760550062545667,0.12117109473740903,0.06433617982276998,0.12507079191539783,0.0,0.15463389167673802,0.40825884631108483,0.2682827921837528,0.03847239443173274,0.7110477079594918,0.7675705607220602,0.7651467656179715,0.5056526571602041,0.3051347103476077,0.5405368015887448,0.5735719031395244,0.680975479047536,0.5840076513091297,0.36250345751319707,0.43062731931700055,0.5459748870384646,0.6781246187722748,iNat146584.ogg,126247
0.2825885056021476,0.10544103721695586,0.0584345645690212,1.0,0.0,0.16133479708340118,0.3819663258204544,0.26657521545188556,0.08782046601967672,0.8061139081795317,0.7312582084023883,0.6373936232441669,0.6070058136746943,0.40658640421887793,0.7173432311895689,0.6257919731786902,0.6931644364014654,0.5275549419396618,0.3791218122214009,0.4914933736994177,0.5912260680024788,0.6027319184641602,iNat320679.ogg,126247
0.020675231551369733,0.13717461960520005,0.10413039312414062,0.6589224564175818,0.0,0.19425498619551793,0.4943231805268873,0.3517688121566979,0.056499902570817814,0.40328178846785506,0.697411008116101,0.7788131836086042,0.48450513756520924,0.3299403659429401,0.7227257759669927,0.7481649167150244,0.6553743465242388,0.5148017172571088,0.40066192816595386,0.5065464052922245,0.7017954257159051,0.8317083595957997,iNat888527.ogg,126247
0.07603298802770798,0.13920398956759672,0.07128006279617267,0.5414725541198196,0.0,0.2269669584434974,0.5498736329119989,0.4324425212811744,0.1374158064560337,0.5828188274497641,0.6410513204582687,0.743838725862632,0.5986973751940736,0.4109554312187143,0.6817914483541031,0.6909738712421993,0.640774976734385,0.5841683652413422,0.43403540574279587,0.5508094071758403,0.6731701638653257,0.8186995140893872,iNat888729.ogg,126247
0.3788126137948949,0.5074151153049745,0.2525753020863006,1.0,7.969172317773995e-06,0.5549933980066293,0.8134588648623234,0.9192165254977753,0.24654103423239818,0.8775358686960734,0.3557104921391181,0.48192037443014923,0.3499506878452491,0.4848830894726681,0.4097141441226636,0.660893808406899,0.0,0.49340484309949784,0.43199654828775236,0.22773822479305086,0.5327454613658975,0.6196131409606771,XC941297.ogg,126247
0.5384167168939752,0.0795071351052855,0.052007865407953296,0.7364534758739683,0.0,0.1614837003773924,0.3824423503426167,0.28544224349012826,0.027625551600423265,0.8475387254990223,0.7305133180465642,0.6183230647116875,0.6845116556052017,0.40146830345044715,0.5962694088472444,0.45633723696839,0.5582372445184138,0.5483138333979822,0.5075036770543025,0.5888266802015281,0.54095691766883,0.7218930541615644,CSA18784.ogg,1346504
0.05576675438390332,0.022133526581484188,0.8471532134455897,1.0,0.0003306077145775554,0.39416891630718215,0.8149125801603868,0.7488874383433084,0.045508618666120534,0.4194970534869658,0.40022565277933503,0.8025385796151686,0.6149249418286877,0.5396841976873586,0.593890185036102,0.60144287472235,0.49932362553751697,0.6167472468012398,0.489007390758818,0.5983231550366624,0.5961214532535621,0.7311252816845387,CSA18791.ogg,1346504
